	243005
SMOKING	154861
lodgers	126386
McGinty	75362
that-that	237598
Dendara	169532
subvention	182289
KirchPayTV	52909
maneuvering	25070
zikr	205776
Montserrat	40388
microwaves	110221
Zsofia	68031
blowers	154136
man-mountain	187113
Kirstie	220535
rangebound	24331
well-regarded	130343
Manfalut	90288
Abdelbaset	105772
Kirstin	122572
Abducted	70728
125x50mm	223230
Ramenason	213885
Golubets	234383
49.73	230554
Ranjeva	62437
Nikam	168446
Nehad	150529
constable	19864
Merit	16860
Deknuyt	192124
McVeigh	10425
Inspite	232729
Kanouri	221033
Meric	134510
Westminister-style	189621
forecasters	18637
Halfway	79304
walking	6063
anti-poll	97874
unassailable	28698
tight-fitting	144837
Lateran	138119
Lateral	180357
synchronous	72154
Democratica	221856
cession	227811
Gualdi	133545
Gelman	208882
fetus	37802
Faya	192746
.700	137013
Esfandiari	169469
GALWAY	170738
.707	173014
.706	202836
Bosnia-vote-Zubak	165172
oof	186733
Fideco	211138
Cinco	97072
smug-looking	238063
Taiwan-Hong	95507
Molioo	212084
Earthquake	22914
Herani	164282
37.00	100015
4.3748	239117
interferring	81793
Mikerevic	90132
Okajima	204748
75.98	221915
Maertha	54368
Veretelnikov	191280
Pekkanen	225085
67-68-70	142650
150,000-200,000	83026
37.07	225504
K.R.	27874
83-80	162803
al-Sawarka	177389
Tsochev	204431
al-Shaheen	159479
7,300	36525
Mamedov	26360
midfield	6601
67-68-73	149573
kick-ahead	173390
bombs	2393
37.08	207278
Al-Shareh	127117
masseuses	122655
Kazuyoshi	46035
67-68-75	232491
Sipahioglu	94416
armalite	206262
Verheyden-Hillard	242485
masseur	88946
All-American	106305
IPSWICH	220913
Koki	53235
Stanichev	166035
egde	200572
cash-raising	210237
duty-bound	53033
Exhaustive	220338
Balloons	151202
cortisol	235518
Saulius	139768
Apurimac	135913
1.6520	148545
enlightening	93971
ul	26207
Malaysia-dam	209314
bootleg	56482
Lekh	213998
goers	64632
teeny	223528
Reungvit	241399
baboon-to-human	139185
Al-Misaa	170625
testimonials	122163
d'etats	121385
teens	21470
baiting	84713
untainted	40487
Al-Misai	153660
McLean	21604
aberration	40048
Hasbaya	121980
Daecheong	194504
anti-Rabbani	68096
noon-to-midnight	222944
two-volume	132988
Carnaud	196384
goalkickers	130290
medivac	121426
Repubic	169130
Directory	91287
high-ups	144679
quick-impact	188664
Bibliotheque	83377
rapidly-growing	85795
Baku-Tbilisi-Ceyhan	60079
deduction	39877
money-spinning	52972
Ehsan	80241
Mitja	87918
Mitsubshi	201823
shipborne	183806
FBI-led	225221
Ovchinnikov	79554
Profeta	199090
Deum	162206
Apolda	221306
Deuk	197344
RSAF	149279
Yisheng	152039
Himalayan	5432
Tobiass	114459
Oraldo	178389
birth-rate	219787
France-Jews	100328
Khalap	119225
kingside	205798
Deux	72524
Deus	56232
Ozdemirov	165661
Achkurin	177200
road-opening	163195
1.741	100489
throttled	78050
Hermilo	190118
1.745	185319
vacation	9054
5/30	153027
Korea-based	143961
Pisit	114827
half-strength	216438
road-map	93638
Soljic	45677
Sprawling	154486
kinsfolk	231014
Gamache	87866
Mottley	183093
plusses	158081
Ellwood	38669
Mbidde	206931
rooftops	19434
diplo	204650
half-Jewish	203740
instable	238055
118.90	113361
118.93	155948
Gimnasia	27820
Palestians	100596
118.94	177244
Youthful	126049
multi-faceted	55340
Swangchit	108640
tatoos	142762
Ioannis	58534
Organisations	20909
Atbara	173938
775,000	69784
Moghayzel	158395
SKorea-DMZ	171485
Bonn-Koblenz	223552
Wickson	220980
JHA	192794
perpetuate	28347
threequarters	144318
Jihong	204106
strong-minded	114602
four-country	48920
Basement	103718
Qaddura	184529
Trager	182746
Machado	38369
Zhigang	72775
13.8	22805
13.9	23632
3-0-24-0	143219
13.7	21031
13.4	19950
13.5	13859
13.2	20513
13.3	19898
13.0	43462
13.1	24603
Gundabel	155838
Fest	203826
Manresa	147053
rooting	27582
Ghauri	52746
Nexnews	119622
Herriot	131860
Walikale	40223
country-specific	118160
REPUBLIC	86826
susbtantial	114514
93.30	161725
Ngiam	79358
Nationality	59402
Walikali	177526
APB-Net	141129
Wafic	63460
NEUCHATEL	175757
moggy	217553
Bopanna	156125
Wafik	160919
185.6	186281
Wafiq	55597
Mardona	234481
72.88	188190
72.89	230714
72.86	234753
WWII-era	195637
72.85	144776
72.82	209820
72.83	234301
72.80	183605
tryscorers	153410
LIAOYANG	134346
Kabbadi-Kab	156845
759.3	220977
vacant	9671
Poland-politics	58958
KUNA	15192
Goaltender	130575
Vastukayev	161198
Sanian	166121
Dollarization	128580
analgesics	125559
Abolitionists	223376
Nasrul	217648
Rischard	188962
welcome-home	225931
slow-down	45353
Normandie	78737
exaggerating	31669
better-paid	171446
Riosucio	228098
filtering	38870
Abeng	165633
Ripper	79515
underline	15726
6,210	169073
Bloodshed	99131
Jawarharlal	140018
Mboniswa	128666
Morkel	79872
litte	81108
Djurovic	206722
skied	25593
981,000	157465
1.6-1.7	168992
3,615	217133
win-the	209792
Tsukuda	185387
Nsoso	179736
prominently	19915
Mideast-exile-EU	90146
1,104.50	185688
skies	7489
skier	16616
ACDK	229053
Necmettin	10798
anti-Arafat	65292
Jarwani	63487
ACDA	173136
Amdus	236324
Caird	85050
55th-minute	142547
Moamer	9624
Caire	161413
Genocide	38017
Peck	50116
Fbl-Cro	140968
ACDP	163542
grammar	60879
ACDR	226128
51kgs	155126
percussionist	201120
Placings	167557
Gavdhos	163794
fossils	32288
througout	107102
newly-launched	76946
Artillery	20964
souvenirs	27195
unsatisified	228010
politcally	189141
fossile	129567
Marraud	125323
Pheonix	202112
360.6	235458
pro-royalist	123810
series-clinching	96486
slings	117141
Morte	61223
Seven-time	82156
Counterterrorism	122522
replays	19877
criticims	226789
Stepinac	169789
nevirapine	86635
dictrict	218984
Gonave	195612
LKS	168135
Missouri-based	100714
25.033	69605
729,034	139924
Baeden	119256
Ruba	134073
dimensions	24211
last-place	69856
tube	18898
96.60-65	221026
Rubi	126988
anti-settler	171858
SAALBACH	172581
tragicomedy	206180
First-half	47390
fringes	21385
MOMBASA	59540
Myanmar-China	128531
blunt-speaking	174723
tubs	124937
jgu	229353
Vreni	49621
386.6	202264
386.5	168113
386.2	230311
malfunctioning	41157
free-part	105717
Dubcek	98637
dissection	135728
Alemu	93158
Shashikala	86688
Faletici	186056
Cherban	98008
Speelman	174721
Krekar	179633
Ransmayr	128287
Starwave	197411
Shiel	79133
Radium	203281
Shieh	167575
SEITA	77816
Peyam-e	118435
Scientist	24594
government-introduced	178191
Euroleague	133880
3,119	201598
electricity-producing	237915
gesturing	51598
SPLIT	105157
stressed-out	130533
dilettante	217244
Tear-gas	151512
fundraising	14639
pro-democratic	112615
image	2788
IDEAGlobal.com	193189
Least	104994
Kinabatangan	173227
Pierantoni	44505
Leask	172827
Damiba	211467
certifiably	100006
enrolments	177640
tie-breaking	103456
198,505	215731
Empty	60931
Lease	43100
Kewalram	208021
re-inforcements	153173
Hans-Peter	70871
Angawi	147931
Rembert	115796
predominantly-Albanian	183059
Soraida	147938
Manukau	158221
XXI	199533
Eygptian	142473
Harri	39945
defrost	181852
Azzabi	214510
Harry	6217
featuring	9648
94-3	220025
Russia-bank	199356
Kwan-Yong	126436
69-69-78-72	241819
16og	186732
methampethamine	146226
44sec	59244
Wanarat	222111
1850s	99420
near-naked	188486
Hebdo	71584
Seminar	69911
0.6153	238090
Gemici	194769
technocratic	49497
LIDHO	157580
Dongwon	75213
uppishly	91402
legalising	39350
Montecristo	175128
behest	16999
Khairpur	124817
Rwego	115942
hobbies	59816
waders	159208
0.6157	199725
fifty-fifty	72622
Self-reliance	217854
Delaina	202042
Ramchandra	84970
Auxerre	7119
Vasili	92430
Maameri	118821
Satnal	91953
Vasile	54000
novice	28550
Spier	174615
Bancaire	61280
Braitwaite	229881
rounded-up	135737
WIGAN	92959
Vasily	30189
upstages	87438
Palio	71028
Palin	211481
Bayar	176918
MacDougall	89902
Palic	172366
Bayat	174531
post-military	166685
Kurdish	2071
Gorni	173666
Madama	122998
ex-Managua	111708
2,701	210458
explusion	51759
al-Satari	175982
250km	117374
Thiounn	138798
Ranaridh	221356
Anosh	57633
Abadala	208807
five-season	228975
retardation	85256
Simanjuntak	191306
near-by	149558
Sino-U.S.	169898
fire-sale	162778
Clooney	60015
Kurdist	227792
Loka	154954
gastric	61949
Wandel	189967
CYANGUGU	157924
gravitated	113227
Gramoz	137663
Cica	202754
Indonesia-gold-Canada	134032
TRIP	177311
Chengda	146420
Chengde	181579
test-run	107049
9/13	89848
9/12	114932
9/11	26106
9/10	77109
9/17	188344
9/16	54374
9/15	89136
9/14	153679
Tsuneyoshi	165445
9/19	105236
9/18	138848
government-funded	33354
Jobin	224573
Caesar	42541
4-4-2	43969
2,098.21	212301
Itanagar	110828
Guguletu	106008
Cameroon	4184
Tartout	211032
Tyrol	37163
Burguera	226164
ashtrays	94363
Ayob	60942
McCumber	28429
Nukualofa	156115
shell-holes	201337
NLC	16561
Kashagan	100436
Restorick	165713
Theft	66063
Pakistan-New	207511
premeditation	42039
Laws	29888
breachings	155860
Gridlock	200007
lawyering	222737
laser-guided	45410
Darmon	88727
100ml	212883
pesantren	166683
over-supplied	101381
business-as-usual	70850
Riady	27810
ex-BELGRADE	104394
Georgia-Chechnya	226232
Padaung	167086
crestfallen	75676
11lb	159969
offal	38203
perilipin	214957
scapegoats	31789
Xueliang	140338
Jelah	157631
Davidians	98597
Riadh	70280
condition	1224
Atecs	193589
Jasim	144212
ZAVIDOVO	97974
Mbuye	103799
Abdel-Rahim	96935
Mbuyi	190534
Posthumous	208897
demutualisation	204275
Gruebel	103097
NLL	35784
Camillon	229586
Viti	99824
softer	17310
Vito	51200
Vita	29877
Claridge	49916
redhanded	217017
slow-burning	185391
reemerge	129749
Rozali	177588
192.75	192635
penalties	4587
denouncement	163825
rebelliousness	209321
Li-an	57938
canvass	40159
poliomyelitis	95121
Kayoko	105097
situated	8349
Rissho	138818
.278	186335
semi-skilled	112898
German-Swede	150711
Smirniagin	144005
.273	138129
127.45	212777
Guntis	47080
.274	224779
.276	205986
10/95	65626
Gabel	187021
Pepsi	18534
coup-leaders	205979
nurse	8323
Sino-Burmese	94778
Scorza	123124
TARGETS	102189
gouvernment	205256
Swiss-US	213286
Szabadsag	226638
saree	136034
Aitarak	88403
vomiting	26027
non-refugee	160994
PLO-Israeli	34328
Designer	72023
Roberston	147500
round-trip	44596
yellowed	167761
ninth-place	186382
Traitors	127199
Lyons	25868
10-0-45-0	99334
Diplomacy	66292
vaporized	80217
Samna	121875
Bhatt	63463
skyrocket	53484
Bsisso	155129
1,237.96	192375
Gunnarsson	117394
Nucleaires	131508
raze	40036
computerise	116690
razor-edge	139006
Chelliah	184363
multiple-use	192049
yaun	207559
Alisa	63196
Shkidchenko	134390
1.5695	109703
Emomili	226237
1.5697	130660
Steadman	74758
1.5691	165259
Yekaterinburg	33589
1.5693	174702
1.5692	200766
STates	176041
indoors	13679
Prusiner	133354
TAHITI	174560
coercion	24531
archived	219805
Tennis-WTA	166178
d'Assembourg	155811
SKorean	12946
strapless	120630
Venkataraghavan	40102
Jae-Bong	187848
Zahadeh	236859
FICA	124159
freest	56213
pitching	17677
Dingaan	170024
Ghafur	70329
Cruickshank	152464
anchors	59180
83secs	182026
Privy	30154
WENGEN	99635
master-minded	157309
sneezes	207209
military-like	171443
Found	74581
Falaniko	118171
Ladbroke	44738
cunning	45058
US-ally	183760
Cheese	141917
keeping	2675
Lopez-Zubero	130540
apportion	59908
Cerrik	147379
Hinode	223583
science	5290
Fathers	54194
41-1/2	184768
Bornholm	129494
41-1/4	182127
superleague	170853
gesticulating	111105
41-1/8	200950
Zukas	208858
troop-carrying	180525
Anarchy	103761
Radojevic	165842
agences	211167
gallop	56284
cellmate	97642
Spiraling	215739
stocked	24476
Konyukov	230609
anti-fungal	172594
Sutlej	178443
134.76-78	213561
Novislav	236045
sense	3291
gallon	34507
1.6340	180887
Reformasi	144646
Zainudir	213203
5-119	81509
dazzle	93119
Khazen	146396
2.3506	191625
Downstream	137568
one-for-five	201567
Tacis	143120
Kilonzo	203557
monopolistic	51177
A.A.	48528
Caisse	31586
Israel-torture	193099
panting	163175
wiles	109343
aplenty	96548
countryside	8078
tetchy	139001
Egyptian-made	172175
Packie	100672
Suaudeau	75740
swiping	120148
Tacloban	180684
5-110	95078
Swiss	1004
evaluations	43558
All-Japan	228024
gl	106670
Bottega	233921
late-starter	184666
SAAD	156977
Zacharias	93111
Emsland	237110
dialgue	200344
courteously	104511
Brennan	38631
Sueppel	176795
Mwana	97210
Dulecha	139481
deafening	25195
Ilonen	93881
geographic	20499
Teruji	233666
Bakley	65697
newly-industrialised	103662
Sadeghi	100130
political-ethnic	205306
center-forward	226948
cockiness	182403
radios	18988
tl96	49973
Itzik	124603
Beriz	78521
Baldry	57777
384.75	76772
384.70	83889
Tambari	175031
radion	231504
TRIPS	73114
107.53	232141
76,000	40282
Kims	49225
Hyong-chul	226678
Holdings-controlled	175766
Backstreet	239058
Wareham	242673
Kimi	34999
Kimo	167749
ex-officials	153535
Kimm	163318
Shilansky	170239
travelling	2967
acusations	228646
propose	6312
123.65	212007
Svicevic	119415
Yarborough	191170
Alsthom	20461
108.38	80895
108.39	82249
Fortune-West	205951
malaria-infected	197789
Himi	144754
108.33	190308
108.30	72216
Hime	123096
108.36	139868
108.37	133395
108.34	191454
108.35	80894
IPB	130430
IPC	29938
IPA	97561
Heckelmann	143579
Statkevitch	177608
IPE	70973
trolleybus	150795
IPH	143572
IPI	33341
DeFreitas	13538
IPO	19363
Dosek	134431
IPR	13909
IPS	188492
IPP	69468
Zardini	166238
Siebe	171380
Qureshi	14160
Sitruk	103544
Luppo	190494
tobacconists	134846
Bhan	97930
Berwanger	166891
accelerator	41460
Washington-led	115617
Bhai	36143
disclaiming	149635
6,360	157079
Romanistas	178759
MANCHESTER	15010
Tanusevci	214794
bouquets	33889
price-tag	74619
Kamoke	160750
unhulled	162588
Argentina-economy	99899
39.58	174784
wreath-laying	40917
diclosure	228627
1.099	240647
missed	2493
Manning	17979
Savarese	72968
Vettori	18446
weel	184045
holstered	226306
45x110mm	90210
misses	16848
Berita	77002
AXA-National	232093
Chaleo	199183
nastiness	117649
Hrkac	83654
attentions	37893
Ji-hyun	145940
localization	109503
trite	136957
66-73-68	228507
113.45	210898
Dugdale	75264
Hamid	3994
Vlakplaas	39233
territory-wide	110557
Zarubino	184500
Bresnihan	58367
Guingamp	13494
Tesoro	213511
Macedonia-police	238315
Astle	12457
Rifind	232757
Novemeber	100871
Hindu-backed	240165
Peterhead	58440
Likaomba	160854
Mervyn	29612
Thuega	193138
Grossouvre	167717
SLD-UP	90167
w	12892
expedient	57276
Dabsi	238983
de-listing	203220
Yugo-Bosnia-defence	226616
clearly-defined	142703
felons	54665
full-term	116470
Poelzl	172924
shantytowns	30970
223.00	88252
35.21	201127
35.20	209730
35.23	136643
35.22	174662
Kitariko	153725
35.24	151128
35.27	182071
4-0-13-1	235279
Mauriac	135919
sub-saharan	161612
opencast	159434
5.437	51697
symbolised	35987
SOS-Racisme	96212
threatening	2624
Gawu	156875
symbolises	33444
fruitfully	162279
3,500	8414
Iosefa	222056
Panjshir	19300
deflates	181233
army-held	87127
Milano	101200
Yan'an	102436
Lazaridis	80758
diffusion	27742
KEN	43213
Andrius	171156
KEK	156575
Toya	79217
0.6178	200023
0.6177	140159
0.6174	170511
Toyo	30396
0.6172	155783
KEB	45232
0.6171	237114
marriage	4532
Atomic	6303
best-of-three	35107
sinned	97276
CBS-New	163004
unburnt	220621
14,700	74273
1,082	81249
Paphitis	240772
Fourth-placed	47199
4-1-16-0	122115
Projected	60855
Valanour	232636
Piche	206734
licenses	12246
MRDC	187233
Crude	18489
yhe	150085
Pichi	160578
CRICKET	8267
Jelcz	158322
silvers	29103
Rotchev	195342
Simutenko	223112
commemorates	26848
silvery	109782
LAUNCESTON	189147
Fariman	142070
Campaigner	136377
Archbishop	7623
commemorated	24484
disassociates	221665
Rutile	56937
Berge	28075
quarter-mile	216514
bobbling	190825
deflated	37412
multilingualism	201441
Bergh	70640
inability	9898
Khamanei	161665
Philipppines	145367
wive	203144
Forfar	42644
140.	130339
Rutaganda	49582
Ettinghausen	220845
Anti-Vietnam	170979
Ukraine-vote	74555
109.75	139931
714,000	99730
mid-class	175351
Ishibashi	143111
closely-cropped	226523
Wodzislaw	88454
desite	197516
fire-breathing	168262
Kleinberg	201563
smocks	141929
gametes	212146
Assembled	162080
bandeau	170379
Palestinian-teachers	165925
sluggishness	38817
Toyad	111193
Ygal	90784
18pen	150444
paanga	187092
Brantly	132209
Brimob	47269
Osteen	155229
shambolic	82474
mothballing	160020
C.J.	37180
Liossia	194899
hornets	111796
Faiza	205081
Bosquet	93733
Ambedkar	114312
impact	1624
sideboard	141045
consistently	6984
Headmaster	134780
Kostenko	47633
Harrah	139541
failed	530
1408	175667
Fayeds	221059
mixed-Frankfurt	116344
KCBS-TV	197114
Orazov	103045
undersubscribed	173943
Patriot	14995
spoiler	57895
Duras	83037
popultion	197081
US-Afghan-aid-donors	193690
corrida	116634
Sarh	222179
Joahnnesburg	188447
Durai	226941
Hermans	188393
Durao	25713
Sorvino	89920
Sukoharjo	189226
self-discipline	59274
Janek	233913
Frazer	81663
Kahan	119957
anti-Europe	35978
Rabbits	161167
Nilsmark	38881
US-Georgia	192406
disintegrate	38571
1405	59142
Gumrukcuoglu	102789
inductees	160992
couriers	49734
Paddock	117180
Kahar	130551
Indpendence	184122
58pen	70941
Carpio	44839
overdrawn	144890
Grizzlies	59374
Sadako	15439
Poster	196066
69-71-70	85550
blood-letting	37381
69-71-72	88949
Adlane	159091
69-71-74	141903
Kollie	205499
geologic	101443
outward	24965
255,000	73768
Koves	99102
83-74	217417
Jarrett	35946
muted	14215
Koifman	91968
hatcheries	197905
Joppa	185558
Manipur	18782
Joppy	71319
oil-exporting	74753
Palahang	136560
mutes	222741
skittle	88201
Florido	146814
73-69-68	121863
Florida	2729
postponement	8242
peacetime	20700
Mkalla	231249
Britain-health	77308
Apawee	191464
Campagne	45225
38sec	65876
1:58.16	182816
Choppy	67090
Kityo	128821
Huntingdale	49633
adressing	94318
master-plan	183205
anti-migrant	231424
In-Gil	105637
Kluivert	18626
Piechnik	106626
Nuth	232242
O'Hanlon	78009
phosphorous	57798
McGaw	121034
195km	85396
whole	1397
shortsighted	76660
Fasold	119487
Away-P	156937
Kuhn	45088
18.03	91539
Kyaw	18249
half-price	109369
Kantor	5175
unheard-of	106130
Recorded	77896
Drossin	179015
steadfastedly	189658
Yima	211790
Yosseliani	173332
Vengerovsky	122229
filth	47183
113.49	193199
acceptance	6857
Robbins	18325
Macy	67585
5.0613	188153
Mace	34396
Madureira	86332
Hintz	223899
1.4515	226351
Mack	30896
Sigbjorn	203658
Mach	82799
Chin-fu	126395
vote-getting	229366
VICENZA	138677
23,600	84894
elevating	57667
Mohinder	84628
Lamentations	219605
Gospodarka	239256
Donners	62962
121.90	242371
399th	185060
Arild	152037
ex-premier	20524
Peyam	122711
Creedy	201036
bingeing	186566
intermingled	176573
176.1	146765
Mercantour	219572
Nablus	4192
Amrullah	42379
377.75	158623
moth	78312
ex-pats	208045
master-strategist	200655
Nepean	233861
hassle-free	164277
moto	233607
Gurmeet	183397
mots	163710
SITUATION	102622
Yugo-Bosnia-Silajdzic	152856
UAE-shipping	240393
saddening	95255
Naranjo	51788
4.525	223360
Yaacob	62921
choking	19382
Psychiatrist	124533
203.	181109
elevated	15941
Bred	229667
2037	189865
2036	150404
2035	81449
bloodlines	130988
2033	135914
2032	167512
2031	125429
2030	20051
elevates	131134
Financindo	156092
2038	196669
Goba	121208
delhi	234660
Gobe	139834
Zelenskaya	161653
Gobi	88518
Kasava	235119
23pts	74596
Sisteron	131839
closeted	67492
leaps	32896
Kwok-him	111697
Demography	150131
Whittingham	53356
Jeldres	171701
three-centimetre	159050
Heshmatollah	138239
recent	439
canned	27385
si-ps	148536
245.50	186140
Fullon	85085
Engelbrecht	35458
meddlesome	136022
Asgrimsson	68734
regretting	36162
Yasuharu	161337
POW	21533
Filipovic	67885
deposed-president	147047
clearance	8282
Voiron	139258
man-of-the-moment	187545
Expects	214713
Hrasnica-Igman	171670
POR	36033
REGISTERED	103400
Adamovich	102935
Glocer	111992
NFSL	102496
Ortegi	166913
125x95mm	78765
Pustyntsev	177625
Coulson	81835
single-manned	214532
well-beaten	100698
supect	131632
unrepentent	124403
kissed	30201
314.20	209311
Hans-Gert	214371
officially-recognised	159361
Herts	217369
hues	69283
Chaboureau	215652
ASEAN-Thailand	212576
homeland	3638
full-back	11967
Mano	46344
Hyong-Sop	81323
